Theoritical theta	Error rate	mu	Execution time
800.0	1.0524785814993214	0.002	0.106
800.0	1.030632691960333	0.002	0.106
800.0	0.9943403270810461	0.002	0.106
800.0	1.0891232994356888	0.002	0.106
800.0	0.9615714927725638	0.002	0.106
800.0	0.9760179681128623	0.002	0.106
800.0	1.0094915085355058	0.002	0.106
800.0	0.9665044355716901	0.002	0.106
800.0	1.0172432757912757	0.002	0.106
800.0	1.0672774098967004	0.002	0.106
800.0	0.931621482920725	0.002	0.106
800.0	1.0006826821084942	0.002	0.106
800.0	1.0482503448143559	0.002	0.106
800.0	0.9721420844849774	0.002	0.106
800.0	0.9731991436562188	0.002	0.106
800.0	0.9686185539141728	0.002	0.106
800.0	1.0760862363237118	0.002	0.106
800.0	0.9622761988867247	0.002	0.106
800.0	0.9781320864553451	0.002	0.106
800.0	1.0870091810932059	0.002	0.106
800.0	0.9728467905991383	0.002	0.106
800.0	0.9612191397154832	0.002	0.106
800.0	0.9876456189965174	0.002	0.106
800.0	0.9721420844849774	0.002	0.106
800.0	1.0401462245015054	0.002	0.106
800.0	0.979541498683667	0.002	0.106
800.0	0.9918738556814829	0.002	0.106
800.0	1.0031491535080574	0.002	0.106
800.0	1.0070250371359426	0.002	0.106
800.0	1.0686868221250223	0.002	0.106
800.0	1.042260342843988	0.002	0.106
800.0	0.9865885598252762	0.002	0.106
800.0	1.0035015065651378	0.002	0.106
800.0	0.9855315006540347	0.002	0.106
800.0	1.0109009207638275	0.002	0.106
800.0	0.9323261890348858	0.002	0.106
800.0	1.0359179878165399	0.002	0.106
800.0	1.0461362264718732	0.002	0.106
800.0	0.9731991436562188	0.002	0.106
800.0	1.0651632915542177	0.002	0.106
800.0	0.9707326722566556	0.002	0.106
800.0	0.9915215026244024	0.002	0.106
800.0	0.948534429660587	0.002	0.106
800.0	0.9178797136945872	0.002	0.106
800.0	0.9961020923664483	0.002	0.106
800.0	0.9499438418889086	0.002	0.106
800.0	1.0799621199515967	0.002	0.106
800.0	1.0767909424378728	0.002	0.106
800.0	0.9390208971194146	0.002	0.106
800.0	1.008082096307184	0.002	0.106
800.0	0.998920916823092	0.002	0.106
800.0	1.0299279858461723	0.002	0.106
800.0	1.0147768043917125	0.002	0.106
800.0	0.9961020923664483	0.002	0.106
800.0	1.0588209365267696	0.002	0.106
800.0	1.0510691692709995	0.002	0.106
800.0	0.9830650292544715	0.002	0.106
800.0	0.9407826624048168	0.002	0.106
800.0	0.9830650292544715	0.002	0.106
800.0	0.9584003152588396	0.002	0.106
800.0	1.0249950430470458	0.002	0.106
800.0	1.0024444473938967	0.002	0.106
800.0	1.0119579799350689	0.002	0.106
800.0	1.0486026978714365	0.002	0.106
800.0	0.9383161910052535	0.002	0.106
800.0	1.0299279858461723	0.002	0.106
800.0	0.9964544454235289	0.002	0.106
800.0	0.9696756130854142	0.002	0.106
800.0	1.015833863562954	0.002	0.106
800.0	0.9527626663455523	0.002	0.106
800.0	1.0126626860492298	0.002	0.106
800.0	1.0404985775585858	0.002	0.106
800.0	1.05917328958385	0.002	0.106
800.0	0.991169149567322	0.002	0.106
800.0	1.0799621199515967	0.002	0.106
800.0	1.0165385696771148	0.002	0.106
800.0	0.971789731427897	0.002	0.106
800.0	1.0517738753851604	0.002	0.106
800.0	0.9464203113181041	0.002	0.106
800.0	1.0958180075202173	0.002	0.106
800.0	1.0087868024213449	0.002	0.106
800.0	1.0242903369328848	0.002	0.106
800.0	1.0260521022182871	0.002	0.106
800.0	0.919289125922909	0.002	0.106
800.0	1.0521262284422408	0.002	0.106
800.0	1.0084344493642643	0.002	0.106
800.0	1.06692505683962	0.002	0.106
