Theoritical theta	Error rate	mu	Execution time
800.0	1.005577455261189	0.002	0.423
800.0	0.9971272245447084	0.002	0.423
800.0	0.9275938975062396	0.002	0.423
800.0	0.9572904225955855	0.002	0.423
800.0	0.9691207455986585	0.002	0.423
800.0	0.9739494488652187	0.002	0.423
800.0	0.9857797718682915	0.002	0.423
800.0	1.0096818530377651	0.002	0.423
800.0	0.9553905653130481	0.002	0.423
800.0	1.0495186549868878	0.002	0.423
800.0	0.9869869476849316	0.002	0.423
800.0	0.948115886389121	0.002	0.423
800.0	1.055461826565768	0.002	0.423
800.0	1.0203050002241978	0.002	0.423
800.0	1.0140276859776696	0.002	0.423
800.0	0.9592219039022097	0.002	0.423
800.0	1.0594174966833365	0.002	0.423
800.0	0.9993001410146605	0.002	0.423
800.0	0.9954371784014121	0.002	0.423
800.0	1.0340668045338948	0.002	0.423
800.0	1.035998285840519	0.002	0.423
800.0	1.0594174966833365	0.002	0.423
800.0	0.9683964401086743	0.002	0.423
800.0	1.0120962046710453	0.002	0.423
800.0	1.0379297671471432	0.002	0.423
800.0	1.0005073168313006	0.002	0.423
800.0	0.9800893566014333	0.002	0.423
800.0	1.0169249079376057	0.002	0.423
800.0	0.948840191879105	0.002	0.423
800.0	0.9807096334384032	0.002	0.423
800.0	0.9734665785385627	0.002	0.423
800.0	0.9572904225955855	0.002	0.423
800.0	1.008957547547781	0.002	0.423
800.0	1.0299624067573185	0.002	0.423
800.0	0.9944714377481002	0.002	0.423
800.0	0.9733172196456485	0.002	0.423
800.0	1.008474677221125	0.002	0.423
800.0	0.992539956441476	0.002	0.423
800.0	0.9966443542180522	0.002	0.423
800.0	0.9577732929222417	0.002	0.423
800.0	1.0171663431009337	0.002	0.423
800.0	1.0111304640177332	0.002	0.423
800.0	0.9804681982750751	0.002	0.423
800.0	1.0117173876399426	0.002	0.423
800.0	1.0437242110670155	0.002	0.423
800.0	0.9840897257249953	0.002	0.423
800.0	0.9162464448298228	0.002	0.423
800.0	1.0186149540809017	0.002	0.423
800.0	1.0137862508143414	0.002	0.423
