Tau,Kappa,Positive hit,Model0 ll,Model1 ll
1.0,1.0,0,"[-83.02526766061123, -68.01834370470542, -69.59299561467216, -90.83027828587713, -85.30287717933317, -73.00190827672961, -68.10763826817883, -63.85682836996875, -79.98251529467674, -74.32710490778693]","[-147.6571232889692, -92.99767959353088, -137.76172121654727, -122.91796397301664, -90.99457681400573, -136.110847714142, -116.97027482403611, -95.26512051131877, -147.93909417600878, -111.2132002456529]"
