Tau	Kappa	Positive hit	Model0 ll	Model1 ll
1.0	1.2589254117941673	0	[-118.57162615454695, -181.1896929726813, -148.2023071428407]	[-380.32206045409055, -339.2628477766764, -373.49180576902313]
