label,x,y,plot_type,plot_num
Pop1,0.0,62.5,path,0
Pop1,0.01012445003707697,62.5,path,0
Pop1,0.010572479666156147,62.5,path,0
Pop1,0.011040335611509062,62.5,path,0
Pop1,0.011528895232112622,62.5,path,0
Pop1,0.012039074712046854,62.5,path,0
Pop1,0.01257183077859287,62.5,path,0
Pop1,0.013128162496360453,62.5,path,0
Pop1,0.013709113140809845,62.5,path,0
Pop1,0.01431577215468105,62.5,path,0
Pop1,0.014949277190999597,62.5,path,0
Pop1,0.01561081624648976,62.5,path,0
Pop1,0.016301629889396263,62.5,path,0
Pop1,0.01702301358589192,62.5,path,0
Pop1,0.01777632012943419,62.5,path,0
Pop1,0.018562962177626114,62.5,path,0
Pop1,0.019384414901339065,62.5,path,0
Pop1,0.020242218751065123,62.5,path,0
Pop1,0.021137982345686753,62.5,path,0
Pop1,0.022073385489081037,62.5,path,0
Pop1,0.02305018232021536,62.5,path,0
Pop1,0.02407020460264197,62.5,path,0
Pop1,0.02513536515955998,62.5,path,0
Pop1,0.026247661460886643,62.5,path,0
Pop1,0.027409179369064483,62.5,path,0
Pop1,0.028622097050628938,62.5,path,0
Pop1,0.02988868906087146,62.5,path,0
Pop1,0.031211330609258337,62.5,path,0
Pop1,0.03259250201360364,62.5,path,0
Pop1,0.03403479335134952,62.5,path,0
Pop1,0.03554090931667596,62.5,path,0
Pop1,0.037113674292548575,62.5,path,0
Pop1,0.03875603764721593,62.5,path,0
Pop1,0.04047107926508871,62.5,path,0
Pop1,0.04226201532237271,62.5,path,0
Pop1,0.04413220431828657,62.5,path,0
Pop1,0.04608515337317437,62.5,path,0
Pop1,0.048124524805323914,62.5,path,0
Pop1,0.0502541429988239,62.5,path,0
Pop1,0.05247800157533925,62.5,path,0
Pop1,0.05480027088325354,62.5,path,0
Pop1,0.057225305818222785,62.5,path,0
Pop1,0.05975765398980632,62.5,path,0
Pop1,0.062402064249489346,62.5,path,0
Pop1,0.0651634955960897,62.5,path,0
Pop1,0.06804712647524877,62.5,path,0
Pop1,0.07105836449044581,62.5,path,0
Pop1,0.07420285654374638,62.5,path,0
Pop1,0.07748649942530166,62.5,path,0
Pop1,0.08091545087145688,62.5,path,0
Pop1,0.08449614111220594,62.5,path,0
Pop1,0.08823528492964659,62.5,path,0
Pop1,0.09213989425004954,62.5,path,0
Pop1,0.09621729129315473,62.5,path,0
Pop1,0.10047512230335355,62.5,path,0
Pop1,0.10492137188850661,62.5,path,0
Pop1,0.1095643779932863,62.5,path,0
Pop1,0.11441284753512375,62.5,path,0
Pop1,0.11947587273208077,62.5,path,0
Pop1,0.12476294815326773,62.5,path,0
Pop1,0.1302839885237796,62.5,path,0
Pop1,0.13604934731754148,62.5,path,0
Pop1,0.14206983617292818,62.5,path,0
Pop1,0.14835674516756955,62.5,path,0
Pop1,0.15492186399036037,62.5,path,0
Pop1,0.16177750405038036,62.5,path,0
Pop1,0.16893652156418232,62.5,path,0
Pop1,0.17641234166474531,62.5,path,0
Pop1,0.18421898357730335,62.5,path,0
Pop1,0.19237108690925972,62.5,path,0
Pop1,0.20088393910349078,62.5,path,0
Pop1,0.20977350410651827,62.5,path,0
Pop1,0.21905645230531415,62.5,path,0
Pop1,0.22875019178887468,62.5,path,0
Pop1,0.238872900993191,62.5,path,0
Pop1,0.24944356279083105,62.5,path,0
Pop1,0.2604820000890638,62.5,path,0
Pop1,0.27200891300327845,62.5,path,0
Pop1,0.28404591767541304,62.5,path,0
Pop1,0.2966155868101831,62.5,path,0
Pop1,0.3097414920051319,62.5,path,0
Pop1,0.3234482479538781,62.5,path,0
Pop1,0.3377615586054583,62.5,path,0
Pop1,0.35270826536632227,62.5,path,0
Pop1,0.36831639743537575,62.5,path,0
Pop1,0.3846152243664623,62.5,path,0
Pop1,0.4016353109568504,62.5,path,0
Pop1,0.419408574564663,62.5,path,0
Pop1,0.437968344962728,62.5,path,0
Pop1,0.4573494268410997,62.5,path,0
Pop1,0.477588165075453,62.5,path,0
Pop1,0.49872251288375485,62.5,path,0
Pop1,0.5207921029990171,62.5,path,0
Pop1,0.5438383219916073,62.5,path,0
Pop1,0.5679043878804844,62.5,path,0
Pop1,0.5930354311789101,62.5,path,0
Pop1,0.6192785795266107,62.5,path,0
Pop1,0.6466830460671055,62.5,path,0
Pop1,0.6753002217359269,62.5,path,0
Pop1,0.705183771632804,62.5,path,0
Pop1,0.736389735658531,62.5,path,0
