label,x,y,plot_type,plot_num
Pop1,0.0,3.133666948821728,path,0
Pop1,0.009254605840447365,3.133666948821728,path,0
Pop1,0.009645337674416736,3.133666948821728,path,0
Pop1,0.010052566306705688,3.133666948821728,path,0
Pop1,0.010476988236373509,3.133666948821728,path,0
Pop1,0.010919329368848565,3.133666948821728,path,0
Pop1,0.0113803462574727,3.133666948821728,path,0
Pop1,0.011860827397464054,3.133666948821728,path,0
Pop1,0.012361594574511246,3.133666948821728,path,0
Pop1,0.0128835042703056,3.133666948821728,path,0
Pop1,0.013427449127415298,3.133666948821728,path,0
Pop1,0.013994359476006848,3.133666948821728,path,0
Pop1,0.014585204925025175,3.133666948821728,path,0
Pop1,0.015200996020553746,3.133666948821728,path,0
Pop1,0.015842785974191028,3.133666948821728,path,0
Pop1,0.016511672464399524,3.133666948821728,path,0
Pop1,0.017208799513908152,3.133666948821728,path,0
Pop1,0.01793535944637908,3.133666948821728,path,0
Pop1,0.018692594925685542,3.133666948821728,path,0
Pop1,0.019481801081288445,3.133666948821728,path,0
Pop1,0.020304327723346963,3.133666948821728,path,0
Pop1,0.02116158165135163,3.133666948821728,path,0
Pop1,0.022055029060228583,3.133666948821728,path,0
Pop1,0.022986198048030038,3.133666948821728,path,0
Pop1,0.02395668122950023,3.133666948821728,path,0
Pop1,0.024968138459986636,3.133666948821728,path,0
Pop1,0.026022299674355556,3.133666948821728,path,0
Pop1,0.027120967845767372,3.133666948821728,path,0
Pop1,0.028266022069372076,3.133666948821728,path,0
Pop1,0.02945942077619918,3.133666948821728,path,0
Pop1,0.030703205082738938,3.133666948821728,path,0
Pop1,0.03199950228194374,3.133666948821728,path,0
Pop1,0.0333505294816204,3.133666948821728,path,0
Pop1,0.03475859739643644,3.133666948821728,path,0
Pop1,0.03622611430002572,7.200659601466137,path,0
Pop1,0.03775559014395305,7.200659601466137,path,0
Pop1,0.039349640850582554,7.200659601466137,path,0
Pop1,0.041010992787191974,7.200659601466137,path,0
Pop1,0.042742487428985336,7.200659601466137,path,0
Pop1,0.04454708621897906,7.200659601466137,path,0
Pop1,0.04642787563307386,7.200659601466137,path,0
Pop1,0.048388072458975175,7.200659601466137,path,0
Pop1,0.050431029297991044,7.200659601466137,path,0
Pop1,0.052560240299117225,7.200659601466137,path,0
Pop1,0.0547793471352169,7.200659601466137,path,0
Pop1,0.05709214523151632,7.200659601466137,path,0
Pop1,0.05950259025706886,7.200659601466137,path,0
Pop1,0.06201480489029074,7.200659601466137,path,0
Pop1,0.06463308587013898,7.200659601466137,path,0
Pop1,0.06736191134499232,7.200659601466137,path,0
Pop1,0.07020594853180337,7.200659601466137,path,0
Pop1,0.07317006169862242,7.200659601466137,path,0
Pop1,0.07625932048414545,7.200659601466137,path,0
Pop1,0.0794790085685153,7.200659601466137,path,0
Pop1,0.08283463271020669,7.200659601466137,path,0
Pop1,0.0863319321644505,7.200659601466137,path,0
Pop1,0.0899768884993066,7.200659601466137,path,0
Pop1,0.09377573582617366,7.200659601466137,path,0
Pop1,0.09773497146223363,7.200659601466137,path,0
Pop1,0.1018613670430676,7.200659601466137,path,0
Pop1,0.10616198010444905,7.200659601466137,path,0
Pop1,0.11064416615312317,7.200659601466137,path,0
Pop1,0.11531559124721791,7.200659601466137,path,0
Pop1,0.12018424510780298,7.200659601466137,path,0
Pop1,0.12525845478402256,7.200659601466137,path,0
Pop1,0.13054689889517282,7.200659601466137,path,0
Pop1,0.1360586224740842,5.166925235546835,path,0
Pop1,0.1418030524371949,5.166925235546835,path,0
Pop1,0.14779001370777464,5.166925235546835,path,0
Pop1,0.15402974601987554,5.166925235546835,path,0
Pop1,0.1605329214317495,5.166925235546835,path,0
Pop1,0.167310662578687,5.166925235546835,path,0
Pop1,0.17437456169649537,5.166925235546835,path,0
Pop1,0.18173670044815324,5.166925235546835,path,0
Pop1,0.189409670587551,5.166925235546835,path,0
Pop1,0.19740659549566042,5.166925235546835,path,0
Pop1,0.2057411526259661,5.166925235546835,path,0
Pop1,0.21442759689754934,5.166925235546835,path,0
Pop1,0.22348078507583422,5.166925235546835,path,0
Pop1,0.232916201182694,5.166925235546835,path,0
Pop1,0.24274998297937975,5.166925235546835,path,0
Pop1,0.2529989495675646,5.166925235546835,path,0
Pop1,0.26368063015571164,5.166925235546835,path,0
Pop1,0.27481329403996413,5.166925235546835,path,0
Pop1,0.2864159818508378,5.166925235546835,path,0
Pop1,0.29850853811915595,5.166925235546835,path,0
Pop1,0.31111164521692664,5.166925235546835,path,0
Pop1,0.32424685873121306,5.166925235546835,path,0
Pop1,0.33793664433149634,5.166925235546835,path,0
Pop1,0.3522044161935898,5.166925235546835,path,0
Pop1,0.3670745770458191,5.166925235546835,path,0
Pop1,0.3825725599059631,5.166925235546835,path,0
Pop1,0.3987248715803399,5.166925235546835,path,0
Pop1,0.4155591379994332,5.166925235546835,path,0
Pop1,0.4331041514676028,5.166925235546835,path,0
Pop1,0.4513899199076882,5.166925235546835,path,0
Pop1,0.47044771818473424,5.166925235546835,path,0
Pop1,0.4903101415966146,5.166925235546835,path,0
Pop1,0.5110111616230457,5.166925235546835,path,0
Pop1,0.532586184028337,5.166925235546835,path,0
Pop1,0.5550721094172544,16.39164140812646,path,0
