Tau,Kappa,Positive hit,Model0 ll,Model1 ll
1.0,1.0,1,"[-80.1998899677469, -81.2548146252463, -68.29423523222565, -64.01307408602378, -86.64317202245175, -94.51016299690264, -74.81490335103061, -73.44613102689709, -66.36184850277283, -85.69855910013776]","[-75.05912476315662, -81.2584406810449, -68.10704773498381, -62.2632415526043, -86.24774346812035, -94.5125013376288, -74.50073627948575, -73.43762927715207, -65.64024313418841, -85.70751151399544]"
