Tau	Kappa	Positive hit	Model0 ll	Model1 ll
1.0023052380778996	1.2589254117941673	3	[-151.47476496897968, -154.79656773843612, -127.26214942159334]	[-108.76404617413152, -131.80646525167003, -108.30644604144766]
