Tau	Kappa	Positive hit	Model0 ll	Model1 ll
1.0023052380778996	10	3	[-7926.3946388286495, -8338.49070709843, -7983.293966445182]	[-170.34606850921773, -181.28775198725089, -164.16642577701714]
